fips_code,incident_start_date,incidenttype,is_major_disaster,state
41067,2024-08-08 00:00:00+00:00,Fire,0,OR
41031,2024-08-04 00:00:00+00:00,Fire,0,OR
41017,2024-08-02 00:00:00+00:00,Fire,0,OR
06000,2017-02-08 00:00:00+00:00,Severe Storm,1,CA
01001,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
01005,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
01009,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
01011,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
01013,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
41001,2024-07-21 00:00:00+00:00,Fire,0,OR
41045,2024-07-21 00:00:00+00:00,Fire,0,OR
41023,2024-07-21 00:00:00+00:00,Fire,0,OR
41049,2024-07-21 00:00:00+00:00,Fire,0,OR
41059,2024-07-21 00:00:00+00:00,Fire,0,OR
41023,2024-07-20 00:00:00+00:00,Fire,0,OR
41023,2024-07-18 00:00:00+00:00,Fire,0,OR
41025,2024-07-18 00:00:00+00:00,Fire,0,OR
41021,2024-07-17 00:00:00+00:00,Fire,0,OR
41049,2024-07-17 00:00:00+00:00,Fire,0,OR
41069,2024-07-17 00:00:00+00:00,Fire,0,OR
30007,2024-07-09 00:00:00+00:00,Fire,0,MT
30049,2024-07-09 00:00:00+00:00,Fire,0,MT
41065,2024-07-10 00:00:00+00:00,Fire,0,OR
01017,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
01019,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
01027,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
41017,2024-06-25 00:00:00+00:00,Fire,0,OR
01029,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
35027,2024-05-16 00:00:00+00:00,Fire,0,NM
40153,2024-04-06 00:00:00+00:00,Fire,0,OK
40045,2024-02-27 00:00:00+00:00,Fire,0,OK
48211,2024-02-27 00:00:00+00:00,Fire,0,TX
48233,2024-02-27 00:00:00+00:00,Fire,0,TX
48393,2024-02-27 00:00:00+00:00,Fire,0,TX
48341,2024-02-27 00:00:00+00:00,Fire,0,TX
22079,2023-08-30 00:00:00+00:00,Fire,0,LA
22115,2023-08-30 00:00:00+00:00,Fire,0,LA
22115,2023-08-26 00:00:00+00:00,Fire,0,LA
22115,2023-08-25 00:00:00+00:00,Fire,0,LA
22011,2023-08-23 00:00:00+00:00,Fire,0,LA
53063,2023-08-19 00:00:00+00:00,Fire,0,WA
30089,2023-08-18 00:00:00+00:00,Fire,0,MT
53063,2023-08-18 00:00:00+00:00,Fire,0,WA
15001,2023-08-08 00:00:00+00:00,Fire,0,HI
15009,2023-08-09 00:00:00+00:00,Fire,0,HI
15009,2023-08-09 00:00:00+00:00,Fire,0,HI
15009,2023-08-09 00:00:00+00:00,Fire,0,HI
15001,2023-08-08 00:00:00+00:00,Fire,0,HI
53047,2023-07-29 00:00:00+00:00,Fire,0,WA
53039,2023-07-21 00:00:00+00:00,Fire,0,WA
53025,2023-07-10 00:00:00+00:00,Fire,0,WA
53045,2023-07-04 00:00:00+00:00,Fire,0,WA
53059,2023-07-02 00:00:00+00:00,Fire,0,WA
04013,2023-06-27 00:00:00+00:00,Fire,0,AZ
35033,2023-05-10 00:00:00+00:00,Fire,0,NM
35047,2023-05-10 00:00:00+00:00,Fire,0,NM
44009,2023-04-14 00:00:00+00:00,Fire,0,RI
20201,2023-04-13 00:00:00+00:00,Fire,0,KS
31025,2023-04-08 00:00:00+00:00,Fire,0,NE
35057,2023-04-02 00:00:00+00:00,Fire,0,NM
40147,2023-03-31 00:00:00+00:00,Fire,0,OK
40109,2023-03-31 00:00:00+00:00,Fire,0,OK
40083,2023-03-31 00:00:00+00:00,Fire,0,OK
41039,2022-09-09 00:00:00+00:00,Fire,0,OR
53011,2022-10-16 00:00:00+00:00,Fire,0,WA
53059,2022-10-16 00:00:00+00:00,Fire,0,WA
53033,2022-09-10 00:00:00+00:00,Fire,0,WA
53061,2022-09-10 00:00:00+00:00,Fire,0,WA
41005,2022-09-10 00:00:00+00:00,Fire,0,OR
06017,2022-09-09 00:00:00+00:00,Fire,0,CA
06061,2022-09-09 00:00:00+00:00,Fire,0,CA
16013,2022-09-05 00:00:00+00:00,Fire,0,ID
06065,2022-09-05 00:00:00+00:00,Fire,0,CA
06093,2022-09-02 00:00:00+00:00,Fire,0,CA
16003,2022-08-18 00:00:00+00:00,Fire,0,ID
16045,2022-08-18 00:00:00+00:00,Fire,0,ID
16085,2022-08-18 00:00:00+00:00,Fire,0,ID
32031,2022-08-14 00:00:00+00:00,Fire,0,NV
53001,2022-08-04 00:00:00+00:00,Fire,0,WA
41065,2022-08-02 00:00:00+00:00,Fire,0,OR
06043,2022-07-22 00:00:00+00:00,Fire,0,CA
48221,2022-07-18 00:00:00+00:00,Fire,0,TX
48425,2022-07-18 00:00:00+00:00,Fire,0,TX
48035,2022-07-07 00:00:00+00:00,Fire,0,TX
02068,2022-06-21 00:00:00+00:00,Fire,0,AK
02290,2022-06-21 00:00:00+00:00,Fire,0,AK
48441,2022-05-18 00:00:00+00:00,Fire,0,TX
06059,2022-05-11 00:00:00+00:00,Fire,0,CA
35047,2022-04-20 00:00:00+00:00,Fire,0,NM
35007,2022-04-28 00:00:00+00:00,Fire,0,NM
31063,2022-04-22 00:00:00+00:00,Fire,0,NE
31065,2022-04-22 00:00:00+00:00,Fire,0,NE
31145,2022-04-22 00:00:00+00:00,Fire,0,NE
04005,2022-04-19 00:00:00+00:00,Fire,0,AZ
35027,2022-04-12 00:00:00+00:00,Fire,0,NM
35027,2022-04-12 00:00:00+00:00,Fire,0,NM
35047,2022-04-12 00:00:00+00:00,Fire,0,NM
35061,2022-04-11 00:00:00+00:00,Fire,0,NM
48221,2022-03-20 00:00:00+00:00,Fire,0,TX
48133,2022-03-17 00:00:00+00:00,Fire,0,TX
48133,2022-03-17 00:00:00+00:00,Fire,0,TX
12005,2022-03-04 00:00:00+00:00,Fire,0,FL
12013,2022-03-04 00:00:00+00:00,Fire,0,FL
20079,2022-03-05 00:00:00+00:00,Fire,0,KS
20155,2022-03-05 00:00:00+00:00,Fire,0,KS
12005,2022-03-04 00:00:00+00:00,Fire,0,FL
08013,2021-12-30 00:00:00+00:00,Fire,0,CO
40139,2021-12-15 00:00:00+00:00,Fire,0,OK
48485,2021-12-10 00:00:00+00:00,Fire,0,TX
06083,2021-10-12 00:00:00+00:00,Fire,0,CA
46103,2021-10-04 00:00:00+00:00,Fire,0,SD
06089,2021-09-23 00:00:00+00:00,Fire,0,CA
06029,2021-08-24 00:00:00+00:00,Fire,0,CA
53077,2021-08-19 00:00:00+00:00,Fire,0,WA
53007,2021-08-17 00:00:00+00:00,Fire,0,WA
53065,2021-08-16 00:00:00+00:00,Fire,0,WA
53047,2021-08-15 00:00:00+00:00,Fire,0,WA
41037,2021-08-15 00:00:00+00:00,Fire,0,OR
16000,2021-08-12 00:00:00+00:00,Fire,0,ID
16069,2021-08-12 00:00:00+00:00,Fire,0,ID
30087,2021-08-10 00:00:00+00:00,Fire,0,MT
15001,2021-08-01 00:00:00+00:00,Fire,0,HI
30000,2021-07-28 00:00:00+00:00,Fire,0,MT
30003,2021-07-28 00:00:00+00:00,Fire,0,MT
32005,2021-07-22 00:00:00+00:00,Fire,0,NV
53047,2021-07-19 00:00:00+00:00,Fire,0,WA
30111,2021-07-16 00:00:00+00:00,Fire,0,MT
53007,2021-07-13 00:00:00+00:00,Fire,0,WA
53000,2021-07-12 00:00:00+00:00,Fire,0,WA
41035,2021-07-10 00:00:00+00:00,Fire,0,OR
41037,2021-07-10 00:00:00+00:00,Fire,0,OR
53063,2021-07-05 00:00:00+00:00,Fire,0,WA
41017,2021-06-29 00:00:00+00:00,Fire,0,OR
06093,2021-06-24 00:00:00+00:00,Fire,0,CA
30009,2021-06-15 00:00:00+00:00,Fire,0,MT
32005,2021-06-09 00:00:00+00:00,Fire,0,NV
04007,2021-06-06 00:00:00+00:00,Fire,0,AZ
04021,2021-06-06 00:00:00+00:00,Fire,0,AZ
49017,2021-06-05 00:00:00+00:00,Fire,0,UT
04025,2021-05-27 00:00:00+00:00,Fire,0,AZ
35027,2021-04-26 00:00:00+00:00,Fire,0,NM
04021,2021-04-08 00:00:00+00:00,Fire,0,AZ
46103,2021-03-29 00:00:00+00:00,Fire,0,SD
06059,2020-12-03 00:00:00+00:00,Fire,0,CA
32031,2020-11-17 00:00:00+00:00,Fire,0,NV
06059,2020-10-26 00:00:00+00:00,Fire,0,CA
06065,2020-10-26 00:00:00+00:00,Fire,0,CA
06071,2020-10-26 00:00:00+00:00,Fire,0,CA
06059,2020-10-26 00:00:00+00:00,Fire,0,CA
08013,2020-10-17 00:00:00+00:00,Fire,0,CO
08049,2020-10-17 00:00:00+00:00,Fire,0,CO
56001,2020-09-25 00:00:00+00:00,Fire,0,WY
56007,2020-09-25 00:00:00+00:00,Fire,0,WY
06037,2020-09-13 00:00:00+00:00,Fire,0,CA
01031,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
01033,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
01035,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
01039,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
01041,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
01043,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
01045,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
01049,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
01051,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
01053,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
01057,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
01059,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
01061,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
41037,2020-09-12 00:00:00+00:00,Fire,0,OR
41067,2020-09-08 00:00:00+00:00,Fire,0,OR
41071,2020-09-08 00:00:00+00:00,Fire,0,OR
41005,2020-09-08 00:00:00+00:00,Fire,0,OR
41033,2020-09-09 00:00:00+00:00,Fire,0,OR
41057,2020-09-08 00:00:00+00:00,Fire,0,OR
41029,2020-09-08 00:00:00+00:00,Fire,0,OR
41005,2020-09-08 00:00:00+00:00,Fire,0,OR
41019,2020-09-08 00:00:00+00:00,Fire,0,OR
41029,2020-09-08 00:00:00+00:00,Fire,0,OR
41041,2020-09-08 00:00:00+00:00,Fire,0,OR
53053,2020-09-08 00:00:00+00:00,Fire,0,WA
53067,2020-09-08 00:00:00+00:00,Fire,0,WA
41067,2020-09-08 00:00:00+00:00,Fire,0,OR
41039,2020-09-08 00:00:00+00:00,Fire,0,OR
41000,2020-09-07 00:00:00+00:00,Fire,0,OR
41005,2020-09-07 00:00:00+00:00,Fire,0,OR
41031,2020-09-07 00:00:00+00:00,Fire,0,OR
41043,2020-09-07 00:00:00+00:00,Fire,0,OR
41047,2020-09-07 00:00:00+00:00,Fire,0,OR
53063,2020-09-07 00:00:00+00:00,Fire,0,WA
53075,2020-09-07 00:00:00+00:00,Fire,0,WA
41035,2020-09-07 00:00:00+00:00,Fire,0,OR
01067,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
53007,2020-09-07 00:00:00+00:00,Fire,0,WA
53000,2020-09-07 00:00:00+00:00,Fire,0,WA
01069,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
01071,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
01075,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
53017,2020-09-07 00:00:00+00:00,Fire,0,WA
53047,2020-09-07 00:00:00+00:00,Fire,0,WA
01079,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
01081,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
01085,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
01087,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
01093,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
56007,2020-09-05 00:00:00+00:00,Fire,0,WY
30031,2020-09-05 00:00:00+00:00,Fire,0,MT
01095,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
30017,2020-09-03 00:00:00+00:00,Fire,0,MT
30075,2020-09-03 00:00:00+00:00,Fire,0,MT
30087,2020-09-03 00:00:00+00:00,Fire,0,MT
30065,2020-09-02 00:00:00+00:00,Fire,0,MT
30111,2020-09-02 00:00:00+00:00,Fire,0,MT
30033,2020-09-02 00:00:00+00:00,Fire,0,MT
01099,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
53077,2020-09-01 00:00:00+00:00,Fire,0,WA
41065,2020-08-17 00:00:00+00:00,Fire,0,OR
04000,2020-08-17 00:00:00+00:00,Fire,0,AZ
04007,2020-08-17 00:00:00+00:00,Fire,0,AZ
53047,2020-08-18 00:00:00+00:00,Fire,0,WA
08045,2020-08-19 00:00:00+00:00,Fire,0,CO
08077,2020-08-19 00:00:00+00:00,Fire,0,CO
08037,2020-08-13 00:00:00+00:00,Fire,0,CO
08045,2020-08-13 00:00:00+00:00,Fire,0,CO
06057,2020-08-18 00:00:00+00:00,Fire,0,CA
53000,2020-08-16 00:00:00+00:00,Fire,0,WA
53077,2020-08-16 00:00:00+00:00,Fire,0,WA
32031,2020-08-15 00:00:00+00:00,Fire,0,NV
41065,2020-08-12 00:00:00+00:00,Fire,0,OR
32031,2020-08-02 00:00:00+00:00,Fire,0,NV
06000,2020-08-02 00:00:00+00:00,Fire,0,CA
06065,2020-08-02 00:00:00+00:00,Fire,0,CA
06071,2020-08-02 00:00:00+00:00,Fire,0,CA
30095,2020-08-02 00:00:00+00:00,Fire,0,MT
30111,2020-08-02 00:00:00+00:00,Fire,0,MT
53047,2020-07-27 00:00:00+00:00,Fire,0,WA
32031,2020-07-21 00:00:00+00:00,Fire,0,NV
53017,2020-07-11 00:00:00+00:00,Fire,0,WA
32005,2020-07-06 00:00:00+00:00,Fire,0,NV
49027,2020-06-28 00:00:00+00:00,Fire,0,UT
32031,2020-06-27 00:00:00+00:00,Fire,0,NV
04007,2020-06-20 00:00:00+00:00,Fire,0,AZ
04013,2020-06-20 00:00:00+00:00,Fire,0,AZ
04013,2020-05-17 00:00:00+00:00,Fire,0,AZ
12021,2020-05-13 00:00:00+00:00,Fire,0,FL
12131,2020-05-06 00:00:00+00:00,Fire,0,FL
12113,2020-05-06 00:00:00+00:00,Fire,0,FL
40007,2020-03-07 00:00:00+00:00,Fire,0,OK
40045,2019-11-26 00:00:00+00:00,Fire,0,OK
06083,2019-11-25 00:00:00+00:00,Fire,0,CA
06111,2019-11-01 00:00:00+00:00,Fire,0,CA
06071,2019-10-31 00:00:00+00:00,Fire,0,CA
06065,2019-10-31 00:00:00+00:00,Fire,0,CA
06065,2019-10-30 00:00:00+00:00,Fire,0,CA
06111,2019-10-30 00:00:00+00:00,Fire,0,CA
06037,2019-10-28 00:00:00+00:00,Fire,0,CA
06037,2019-10-24 00:00:00+00:00,Fire,0,CA
06097,2019-10-24 00:00:00+00:00,Fire,0,CA
06037,2019-10-10 00:00:00+00:00,Fire,0,CA
06111,2019-10-10 00:00:00+00:00,Fire,0,CA
49011,2019-08-30 00:00:00+00:00,Fire,0,UT
32031,2019-08-24 00:00:00+00:00,Fire,0,NV
02170,2019-08-17 00:00:00+00:00,Fire,0,AK
32005,2019-08-21 00:00:00+00:00,Fire,0,NV
48197,2019-08-16 00:00:00+00:00,Fire,0,TX
02170,2019-08-17 00:00:00+00:00,Fire,0,AK
30049,2019-07-26 00:00:00+00:00,Fire,0,MT
41019,2019-07-27 00:00:00+00:00,Fire,0,OR
04005,2019-07-22 00:00:00+00:00,Fire,0,AZ
32031,2019-07-13 00:00:00+00:00,Fire,0,NV
02090,2019-06-21 00:00:00+00:00,Fire,0,AK
35061,2019-03-07 00:00:00+00:00,Fire,0,NM
06037,2018-11-08 00:00:00+00:00,Fire,0,CA
06111,2018-11-08 00:00:00+00:00,Fire,0,CA
06111,2018-11-08 00:00:00+00:00,Fire,0,CA
06007,2018-11-08 00:00:00+00:00,Fire,0,CA
49049,2018-09-21 00:00:00+00:00,Fire,0,UT
56035,2018-09-18 00:00:00+00:00,Fire,0,WY
01105,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
01109,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
53019,2018-08-11 00:00:00+00:00,Fire,0,WA
46047,2018-08-11 00:00:00+00:00,Fire,0,SD
53017,2018-08-11 00:00:00+00:00,Fire,0,WA
53025,2018-08-11 00:00:00+00:00,Fire,0,WA
01113,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
53007,2018-08-10 00:00:00+00:00,Fire,0,WA
53000,2018-08-10 00:00:00+00:00,Fire,0,WA
53077,2018-08-10 00:00:00+00:00,Fire,0,WA
06065,2018-08-09 00:00:00+00:00,Fire,0,CA
49039,2018-08-06 00:00:00+00:00,Fire,0,UT
53043,2018-08-02 00:00:00+00:00,Fire,0,WA
01115,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
48053,2018-07-29 00:00:00+00:00,Fire,0,TX
16033,2018-07-28 00:00:00+00:00,Fire,0,ID
06000,2018-07-29 00:00:00+00:00,Fire,0,CA
06033,2018-07-29 00:00:00+00:00,Fire,0,CA
06045,2018-07-29 00:00:00+00:00,Fire,0,CA
53017,2018-07-27 00:00:00+00:00,Fire,0,WA
01127,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
06065,2018-07-25 00:00:00+00:00,Fire,0,CA
06089,2018-07-23 00:00:00+00:00,Fire,0,CA
06105,2018-07-23 00:00:00+00:00,Fire,0,CA
48049,2018-07-23 00:00:00+00:00,Fire,0,TX
53025,2018-07-19 00:00:00+00:00,Fire,0,WA
01133,2015-12-23 00:00:00+00:00,Severe Storm,1,AL
53063,2018-07-17 00:00:00+00:00,Fire,0,WA
53037,2018-07-09 00:00:00+00:00,Fire,0,WA
06083,2018-07-07 00:00:00+00:00,Fire,0,CA
06073,2018-07-06 00:00:00+00:00,Fire,0,CA
06093,2018-07-05 00:00:00+00:00,Fire,0,CA
08037,2018-07-04 00:00:00+00:00,Fire,0,CO
49013,2018-07-02 00:00:00+00:00,Fire,0,UT
49051,2018-07-02 00:00:00+00:00,Fire,0,UT
08119,2018-06-30 00:00:00+00:00,Fire,0,CO
08023,2018-06-28 00:00:00+00:00,Fire,0,CO
37173,2025-03-25 00:00:00+00:00,Fire,0,NC
08055,2018-06-28 00:00:00+00:00,Fire,0,CO
06033,2018-06-24 00:00:00+00:00,Fire,0,CA
32019,2018-06-17 00:00:00+00:00,Fire,0,NV
56001,2018-06-11 00:00:00+00:00,Fire,0,WY
35035,2018-06-07 00:00:00+00:00,Fire,0,NM
35007,2018-05-31 00:00:00+00:00,Fire,0,NM
48243,2018-05-02 00:00:00+00:00,Fire,0,TX
04005,2018-04-27 00:00:00+00:00,Fire,0,AZ
48179,2018-04-17 00:00:00+00:00,Fire,0,TX
48253,2018-04-13 00:00:00+00:00,Fire,0,TX
40043,2018-04-11 00:00:00+00:00,Fire,0,OK
40153,2018-04-11 00:00:00+00:00,Fire,0,OK
40125,2018-03-16 00:00:00+00:00,Fire,0,OK
46033,2017-12-12 00:00:00+00:00,Fire,0,SD
06073,2017-12-07 00:00:00+00:00,Fire,0,CA
06037,2017-12-06 00:00:00+00:00,Fire,0,CA
06037,2017-12-05 00:00:00+00:00,Fire,0,CA
06083,2017-12-04 00:00:00+00:00,Fire,0,CA
06111,2017-12-04 00:00:00+00:00,Fire,0,CA
06055,2017-10-09 00:00:00+00:00,Fire,0,CA
06097,2017-10-09 00:00:00+00:00,Fire,0,CA
06033,2017-10-09 00:00:00+00:00,Fire,0,CA
06097,2017-10-08 00:00:00+00:00,Fire,0,CA
06045,2017-10-09 00:00:00+00:00,Fire,0,CA
06007,2017-10-09 00:00:00+00:00,Fire,0,CA
06057,2017-10-09 00:00:00+00:00,Fire,0,CA
06007,2017-10-08 00:00:00+00:00,Fire,0,CA
